# Name, RA, Dec, N_exp, SNR, Teff, logg, [M/H]
HD115902,200.09195,-9.06028,7.0,120.740589695,5705.0,4.39,-0.01
V398_Vel,155.03832,-56.61595,1.0,113.4,0.0,0.0,0.0
HD151692,252.46795,-24.44683,8.0,96.2874862067,4737.0,4.4,-0.07
HD116410,200.91957,-15.11725,11.0,167.485163522,5939.0,4.43,0.23
HIP65674,201.98146,-28.28801,18.0,107.153068085,0.0,0.0,0.0
HD-201852,318.33118,-36.42182,4.0,216.119180084,0.0,0.0,0.0
WW_Sex,147.6641,-5.51303,1.0,80.5,0.0,0.0,0.0
HD210507,333.06977,-54.97873,10.0,117.359277435,4998.0,4.42,0.07
HD-80499,139.93837,-11.97588,2.0,217.29364924,0.0,0.0,0.0
HIP116110,352.89849,-62.923,3.0,70.7158398098,0.0,0.0,0.0
1022_14.2,17.33427,-15.13993,2.0,4.24499705536,0.0,0.0,0.0
HD197300,310.90071,-24.69204,5.0,91.5643489574,6022.0,4.69,0.02
HD134702,228.12813,-35.91787,9.0,153.739747626,5782.0,4.5,-0.04
HD45652,97.30378,10.93285,1.0,138.3,0.0,0.0,0.0
HD-65695,119.929655,-3.68065,3.0,256.338428645,0.0,0.0,0.0
AP_Dor,76.68691,-59.05119,1.0,107.3,0.0,0.0,0.0
HD-179443,288.66841,-45.19526,5.0,252.543065634,0.0,0.0,0.0
EY_Cet,25.24487,-5.40308,1.0,139.2,0.0,0.0,0.0
HD_80886,139.06252,-76.27614,1.0,101.7,0.0,0.0,0.0
HD218294,346.7879,-23.1605,3.0,61.1690281106,0.0,0.0,0.0
HD201422,317.53076,-24.82222,2.0,63.6581495176,5841.0,4.63,-0.16
Test,49.6687,-66.49252,1.0,0.3,0.0,0.0,0.0
HD-6559,16.534373,-23.99119,6.0,243.66741678,0.0,0.0,0.0
HD-74006,130.028629,-35.30939,3.0,499.614071059,0.0,0.0,0.0
HD224287,359.14875,-50.30441,3.0,73.531557851,5330.0,4.38,-0.29
HE0442-1234,71.21973,-12.48044,2.0,19.2379832623,0.0,0.0,0.0
HD-3488,9.32647,-54.39433,8.0,279.393038568,0.0,0.0,0.0
HD96276,166.46129,-20.40916,2.0,82.7392289062,6080.0,4.49,-0.02
HD_249474,89.13044,11.03873,2.0,147.972429864,0.0,0.0,0.0
HD-770,2.98395,-42.17196,10.0,270.524656917,0.0,0.0,0.0
HD_39736,88.21447,-35.61495,1.0,149.7,0.0,0.0,0.0
HD139710,235.09258,-20.97115,7.0,93.0662129884,5123.0,4.41,-0.08
HD191849,303.47556,-45.16351,33.0,245.570784093,0.0,0.0,0.0
No-Name,144.18278,7.07882,1.0,5.3,0.0,0.0,0.0
HD-193721,308.34158,-80.96021,4.0,148.147831574,0.0,0.0,0.0
CW_Tuc,12.17808,-61.7289,1.0,46.6,0.0,0.0,0.0
CR_Hyi,53.39973,-69.01541,1.0,89.8,0.0,0.0,0.0
HD-6192,15.50909,-57.0016,4.0,182.530709745,0.0,0.0,0.0
CD-45_2093,84.63609,-45.79758,1.0,56.6,0.0,0.0,0.0
HD_52483,105.17854,-18.30142,1.0,103.8,0.0,0.0,0.0
V364_Pup,108.14446,-36.2214,1.0,74.3,0.0,0.0,0.0
BT_Psc,359.89684,-1.84889,1.0,136.0,0.0,0.0,0.0
NP_Hya,135.49367,2.66985,1.0,128.1,0.0,0.0,0.0
NR_Vel,126.95886,-50.10053,1.0,124.5,0.0,0.0,0.0
Nsgr_80,182.24952,-2.37996,1.0,2.0,0.0,0.0,0.0
HD16555,39.35176,-52.54467,2.0,372.540601814,0.0,0.0,0.0
GSC_09151-00434,40.20998,-73.43526,1.0,45.5,0.0,0.0,0.0
HD-29751,68.56277,-73.20562,6.0,154.522878565,0.0,0.0,0.0
sgr_465tng,197.30389,12.26294,1.0,0.5,0.0,0.0,0.0
CH_Scl,14.43348,-26.22148,1.0,78.8,0.0,0.0,0.0
BD-063950,213.3791,-6.96058,6.0,81.55022992,0.0,0.0,0.0
V851_Mon,88.50994,1.67126,2.0,110.425223568,0.0,0.0,0.0
UW_Sex,160.05269,-11.57098,1.0,62.1,0.0,0.0,0.0
HIP65362,200.93088,-14.04691,21.0,71.5497728857,0.0,0.0,0.0
CY_Hyi,46.57258,-68.20746,1.0,67.0,0.0,0.0,0.0
OT_Peg,329.91023,16.03188,1.0,63.1,0.0,0.0,0.0
V380_Vel,131.41366,-52.43404,84.0,418.206838777,0.0,0.0,0.0
V841_Ara,249.6285,-57.47031,1.0,79.0,0.0,0.0,0.0
NQ_Vel,125.83182,-44.96592,1.0,123.4,0.0,0.0,0.0
Nsgr_68,191.25194,-9.0295,1.0,0.7,0.0,0.0,0.0
V399_Vel,156.25507,-57.08656,4.0,453.775296816,0.0,0.0,0.0
V1164_Tau,85.13154,27.43963,1.0,106.5,0.0,0.0,0.0
HD163102,268.62765,-3.46307,4.0,263.061095565,6433.0,4.64,0.0
HD-2114,6.355075,1.93927,9.0,390.893310252,0.0,0.0,0.0
HD-12270,29.46776,-65.42432,4.0,165.300393224,0.0,0.0,0.0
HD-17374,40.85937,-69.15846,9.0,245.079578913,0.0,0.0,0.0
CL_Phe,357.95205,-46.32041,11.0,142.739062628,0.0,0.0,0.0
HIP115344,350.45524,-36.90104,4.0,70.1338006955,0.0,0.0,0.0
HD200633,316.18539,-4.82905,37.0,553.404562684,5853.0,4.51,0.05
OX_Vel,134.93283,-54.23786,1.0,122.5,0.0,0.0,0.0
HD219630,349.41056,-42.19102,7.0,82.085138728,0.0,0.0,0.0
HD147889,246.34996,-24.46621,20.0,621.027277984,0.0,0.0,0.0
HIP102495,311.58543,-23.08146,10.0,89.9611582851,0.0,0.0,0.0
HD5349,13.79926,-16.97223,4.0,129.209481076,5092.0,3.88,0.43
OU_Aps,250.44031,-73.43259,1.0,98.5,0.0,0.0,0.0
IRAS_00044-0903,1.74861,-8.77623,3.0,159.851086953,0.0,0.0,0.0
BD-215811,311.01119,-21.35662,5.0,78.1104986542,0.0,0.0,0.0
V830_Ara,263.48476,-45.62942,1.0,145.3,0.0,0.0,0.0
Nsgr_57,212.84128,-6.17237,1.0,4.8,0.0,0.0,0.0
V988_Cen,209.39075,-31.65482,1.0,62.9,0.0,0.0,0.0
ER_Eri,32.53416,-54.51178,1.0,51.3,0.0,0.0,0.0
GG_CMa,108.44879,-31.0842,1.0,111.6,0.0,0.0,0.0
NR_Peg,317.45998,16.15169,1.0,124.9,0.0,0.0,0.0
HD_32475,74.98695,-58.49628,1.0,98.6,0.0,0.0,0.0
Nsgr_74,178.94878,-3.65375,1.0,2.6,0.0,0.0,0.0
V341_Sge,295.69437,17.96355,1.0,130.0,0.0,0.0,0.0
KX_Ori,83.77089,-4.73145,1.0,159.9,0.0,0.0,0.0
HD200083,315.46834,-22.58178,25.0,171.89296088,4828.0,4.42,-0.09
Esgr_3,149.19464,6.75667,1.0,6.2,0.0,0.0,0.0
HD20,1.31728,-27.27201,1.0,40.9,0.0,0.0,0.0
UV_Crv,184.34805,-21.0585,1.0,74.8,0.0,0.0,0.0
HD-67990,121.648812,-63.51625,6.0,189.355565009,0.0,0.0,0.0
LV_Hya,179.26395,-33.31554,1.0,161.8,0.0,0.0,0.0
HD-16975,40.52851,-38.38217,1.0,70.3,0.0,0.0,0.0
V1099_Tau,63.94622,15.39978,5.0,311.138088314,0.0,0.0,0.0
HD-13263,31.74194,-65.94549,7.0,206.773813623,0.0,0.0,0.0
BD-223528,198.0855,-23.3347,9.0,128.790721716,4747.0,4.28,-0.17
CC_Phe,22.0364,-52.63987,2.0,80.1039949066,0.0,0.0,0.0
HD194717,309.00106,-78.46463,5.0,115.616780789,5247.0,4.26,-0.28
Sun-sky,198.30802,-0.52972,1.0,75.2,0.0,0.0,0.0
HD160836,265.6077,-9.07547,26.0,155.896568275,4791.0,4.49,-0.16
sgr_527tng,204.2203,13.11727,1.0,0.0,0.0,0.0,0.0
IM_Vir,192.40931,-6.0807,1.0,59.1,0.0,0.0,0.0
NZ_Vel,129.99031,-53.05536,1.0,199.6,0.0,0.0,0.0
HD193406,305.55735,-49.73872,13.0,111.688002937,4728.0,4.5,-0.34
HD-46415,97.76977,-43.71727,6.0,220.092707739,0.0,0.0,0.0
V1450_Aql,289.4153,8.60842,1.0,79.1,0.0,0.0,0.0
HD-59894,112.57875,-40.9888,5.0,212.164393808,0.0,0.0,0.0
CX_Gru,339.4473,-39.85929,7.0,533.246584612,0.0,0.0,0.0
HD_274873,82.25662,-48.3636,1.0,66.4,0.0,0.0,0.0
V2300_Oph,270.02751,6.55241,1.0,118.3,0.0,0.0,0.0
HD-115226,199.49846,-72.94752,102.0,371.436266404,0.0,0.0,0.0
HD194490,307.0001,-51.66402,27.0,365.872067805,0.0,0.0,0.0
V369_Pav,291.11857,-71.81357,1.0,52.5,0.0,0.0,0.0
HD-157751,261.67277,-34.09218,3.0,288.434862664,0.0,0.0,0.0
GJ399,159.91928,-6.92275,8.0,55.9361242848,0.0,0.0,0.0
HD144550,241.89635,-31.55356,36.0,469.036928184,0.0,0.0,0.0
HD96494,166.09291,-78.86268,14.0,197.163865858,0.0,0.0,0.0
IRa01_E2_1126,102.08118,-3.10289,55.0,94.8567340783,0.0,0.0,0.0
HD190125,302.01124,-67.74595,26.0,353.120602627,0.0,0.0,0.0
BD-064756,276.20448,-6.35529,13.0,399.183053248,4646.0,4.54,-0.23
HD95136,164.63916,-39.92819,15.0,283.704829004,0.0,0.0,0.0
GJ3260,60.16535,-23.08167,6.0,34.4020348235,0.0,0.0,0.0
HD217395,345.20216,-39.89462,13.0,166.483002135,5916.0,4.52,-0.13
GJ126,47.81904,-46.51778,32.0,96.5542334649,0.0,0.0,0.0
GJ618.1,245.10632,-4.26774,24.0,105.228085605,0.0,0.0,0.0
HD107181,184.86631,-26.10675,16.0,300.887570365,0.0,0.0,0.0
GJ130,48.12973,-38.0873,8.0,109.580928998,0.0,0.0,0.0
LRc01_E2_0192,291.77862,1.38485,84.0,91.3597832747,0.0,0.0,0.0
HD109573,188.99915,-39.87397,10.0,702.483594114,0.0,0.0,0.0
HD186265,296.10052,-26.94726,17.0,230.464878018,0.0,0.0,0.0
NGC6705No1286,282.75092,-6.2118,272.0,321.25436962,4883.0,2.43,0.01
GJ118,43.09711,-63.6781,20.0,75.80046174,0.0,0.0,0.0
V347_Hya,203.74224,-29.92345,2.0,96.5725116169,0.0,0.0,0.0
GJ3369,87.07092,-11.13194,9.0,85.9316007066,0.0,0.0,0.0
HD152233,253.5182,-41.79234,54.0,1362.97008771,0.0,0.0,0.0
M30,325.09227,-23.17244,1.0,2.7,0.0,0.0,0.0
HD219556,349.28737,-45.6773,9.0,207.078825571,0.0,0.0,0.0
GJ1097,112.19376,-3.29887,8.0,58.4874345479,0.0,0.0,0.0
GJ91,33.47709,-32.04095,26.0,166.77727663,0.0,0.0,0.0
SC10-1896,77.96766,-69.51343,6.0,3.77226722277,0.0,0.0,0.0
HR-3203,122.29124,-48.68556,12.0,371.842453198,0.0,0.0,0.0
MY_Del,311.00037,17.57219,1.0,91.6,0.0,0.0,0.0
NGC6494No46,269.26407,-18.98663,59.0,222.14040605,0.0,0.0,0.0
HD178787,287.76019,-25.81217,10.0,208.385796061,0.0,0.0,0.0
BO_Cap,323.84711,-23.11779,1.0,126.0,0.0,0.0,0.0
GJ3018A,3.97461,-67.99574,25.0,118.574702192,0.0,0.0,0.0
HD144899,242.5745,-47.91344,22.0,290.327745832,0.0,0.0,0.0
HD-92499,160.03788,-43.08183,146.0,456.710455322,0.0,0.0,0.0
GJ298,122.49111,-52.96653,7.0,41.4631161395,0.0,0.0,0.0
Gl699,269.45088,4.7139,237.0,523.076351979,0.0,0.0,0.0
HD032297,75.61719,7.46113,17.0,553.598816834,0.0,0.0,0.0
HD-115440,200.02489,-76.41844,3.0,209.705746226,0.0,0.0,0.0
GJ352A,142.83489,-13.48721,1.0,27.4,0.0,0.0,0.0
52-Aqr,336.32344,1.3764,18.0,920.137625576,0.0,0.0,0.0
Test600sec,255.14119,-29.99999,15.0,0.0,0.0,0.0,0.0
NGC2287No107,101.6411,-20.81451,9.0,139.025717045,0.0,0.0,0.0
HD-196470,309.54173,-17.49898,6.0,167.721644399,0.0,0.0,0.0
GJ27.1,10.00014,-44.25447,51.0,142.187446703,0.0,0.0,0.0
GJ3256,58.60888,-9.15589,29.0,94.648613302,0.0,0.0,0.0
Sun,60.14605,-6.92639,3.0,550.972331429,0.0,0.0,0.0
HIP103019,313.06918,-39.99686,29.0,157.581820017,0.0,0.0,0.0
GJ114.1A,42.52614,-53.15423,49.0,206.320430399,0.0,0.0,0.0
HD-193756,306.04967,-51.72229,16.0,268.492588352,0.0,0.0,0.0
rho-oph,246.39776,-23.44594,4.0,704.978545773,0.0,0.0,0.0
GJ1293,0.36064,-16.94955,7.0,81.5117169492,0.0,0.0,0.0
NGC2567No54,124.61142,-30.65644,63.0,190.067093417,0.0,0.0,0.0
GJ401A,161.40999,-19.11502,7.0,72.8323417171,0.0,0.0,0.0
GJ180,73.46163,-17.77368,80.0,220.828372271,0.0,0.0,0.0
V1690_Aql,290.66348,14.13188,1.0,4.0,0.0,0.0,0.0
BN_Cap,320.01331,-27.30421,2.0,156.914371553,0.0,0.0,0.0
HD-149277,248.95339,-45.67844,3.0,132.587216578,0.0,0.0,0.0
GJ3110,25.7394,-42.20308,11.0,70.7534451458,0.0,0.0,0.0
TYC_7798-500-1,209.18099,-42.40546,1.0,54.2,0.0,0.0,0.0
solar_spectrum,322.39371,-8.64182,2.0,532.443809242,0.0,0.0,0.0
Test150sec,165.14119,-30.0,10.0,0.0,0.0,0.0,0.0
GJ361,145.29043,13.20538,105.0,354.99421122,0.0,0.0,0.0
GJ3530,136.27224,2.83468,24.0,76.9910384395,0.0,0.0,0.0
GJ70,25.8364,4.3197,9.0,77.3567708737,0.0,0.0,0.0
GJ2003,5.03905,-17.0617,41.0,105.986697278,0.0,0.0,0.0
HD13350,32.43508,-30.74467,33.0,411.837516504,0.0,0.0,0.0
HD15507,37.12146,-45.02335,9.0,221.941276017,0.0,0.0,0.0
HD154672,257.52084,-56.44942,24.0,449.829045305,0.0,0.0,0.0
V4412_Sgr,290.05701,-36.22596,1.0,103.1,0.0,0.0,0.0
HD186194,296.36833,-50.87331,25.0,383.962849765,0.0,0.0,0.0
V931_Cen,188.1938,-38.07722,1.0,102.5,0.0,0.0,0.0
HD144848,242.32289,-35.49938,14.0,259.039533662,0.0,0.0,0.0
GJ3307,70.17948,2.23054,20.0,93.8615469721,0.0,0.0,0.0
HD19773,47.68147,-6.52422,8.0,268.829983447,0.0,0.0,0.0
Sun,89.39605,-6.92639,10.0,846.781081508,0.0,0.0,0.0
HD206683,326.29919,-50.44749,33.0,564.542301338,0.0,0.0,0.0
MP_Vir,209.49437,-4.38603,1.0,102.5,0.0,0.0,0.0
HD185679,295.40274,-35.72468,10.0,228.620230951,0.0,0.0,0.0
Gl234,97.35066,-2.81483,20.0,96.6418646343,0.0,0.0,0.0
LT_Mus,201.05347,-67.31485,1.0,104.0,0.0,0.0,0.0
GJ3340,78.78597,-7.34676,10.0,62.9741216691,0.0,0.0,0.0
GJ1100,116.76353,-13.93806,33.0,115.264044697,0.0,0.0,0.0
V999_Her,279.6711,17.87999,1.0,46.4,0.0,0.0,0.0
GJ377,150.29308,-30.38766,11.0,55.1781659717,0.0,0.0,0.0
V4377_Sgr,270.13578,-33.91532,5.0,280.855033781,0.0,0.0,0.0
V391_Pav,320.43795,-64.40996,1.0,73.4,0.0,0.0,0.0
HD152079,253.37574,-46.33181,57.0,463.583778836,0.0,0.0,0.0
V358_Pav,279.05172,-65.53163,1.0,67.8,0.0,0.0,0.0
Test900sec,225.14118,-30.0,6.0,0.0,0.0,0.0,0.0
GJ3202,46.88679,-3.97263,12.0,90.5164073525,0.0,0.0,0.0
HD168442,274.96207,-1.93828,5.0,55.0877481841,0.0,0.0,0.0
SC10-44,16.55391,-72.10528,15.0,15.0392818978,0.0,0.0,0.0
HD202389,319.25188,-46.06226,11.0,109.471457467,4732.0,4.43,-0.25
GJ2049,95.47517,-22.7197,56.0,188.969971159,0.0,0.0,0.0
Sun,120.14601,-6.92639,1.0,484.2,0.0,0.0,0.0
DF_Cet,26.88063,-7.87727,2.0,114.061386981,0.0,0.0,0.0
HD45133,95.81309,-46.8238,9.0,266.761166589,0.0,0.0,0.0
HD-130259,221.942959,-26.09172,20.0,248.145098682,0.0,0.0,0.0
Test300sec,195.14119,-30.0,10.0,0.0,0.0,0.0,0.0
GJ3218,50.44822,-6.67202,45.0,135.65703078,0.0,0.0,0.0
GJ155.1,56.99462,2.78574,14.0,86.4378389364,0.0,0.0,0.0
TWA5,172.97967,-34.60657,19.0,64.0134360896,0.0,0.0,0.0
HD-167096,273.975725,-44.20558,2.0,190.94653702,0.0,0.0,0.0
HD-165474,271.42921,11.99983,11.0,192.848878659,0.0,0.0,0.0
HD199960,315.14476,-4.73076,103.0,1485.2339782,5460.0,4.57,-0.15
LRc01_E1_0523,292.05898,0.12149,26.0,77.2247369694,0.0,0.0,0.0
HD165204,271.44707,-23.51569,12.0,205.545980257,0.0,0.0,0.0
HD143361,240.46344,-44.43762,61.0,445.062422588,0.0,0.0,0.0
psi-Phe,28.41357,-46.30469,5.0,506.817856828,nan,nan,nan
GJ3528,135.58207,8.46475,13.0,55.1955614158,0.0,0.0,0.0
GJ3501A,127.83909,-6.03233,46.0,190.701625583,0.0,0.0,0.0
V989_Cen,209.71972,-47.8076,1.0,113.5,0.0,0.0,0.0
MT-Tel,285.55393,-46.65392,31.0,253.719825792,0.0,0.0,0.0
HD015115,36.57103,6.29274,8.0,684.110539314,0.0,0.0,0.0
FH_Mus,189.98106,-66.51067,1.0,190.7,0.0,0.0,0.0
HD101348,174.90194,-35.23208,16.0,362.608383797,0.0,0.0,0.0
V389_Pup,116.15512,-17.28919,1.0,157.4,0.0,0.0,0.0
GJ173,69.42529,-11.04031,16.0,131.432834558,0.0,0.0,0.0
HD-134305,227.19083,12.4872,11.0,251.697457278,0.0,0.0,0.0
SC7-35,79.93862,-69.74154,25.0,32.5929440217,0.0,0.0,0.0
HD56957,109.32202,-40.65948,12.0,505.293409813,0.0,0.0,0.0
HD-84937,147.23025,13.7382,5.0,426.095881229,6161.0,3.85,-2.33
HD-213637,338.30153,-20.03652,8.0,197.629931944,0.0,0.0,0.0
Conn_MRi_RRL_2,75.89849,-1.00089,186.0,1246.3191726,0.0,0.0,0.0
V907_Her,250.05957,7.62582,1.0,18.7,0.0,0.0,0.0
IRa01_E1_0330,102.19687,-0.67133,32.0,258.370141464,0.0,0.0,0.0
HD-175219,284.072826,-42.71038,2.0,242.5,0.0,0.0,0.0
HD-42556,84.976859,-85.91229,6.0,154.784721468,0.0,0.0,0.0
DD_Psc,27.88284,9.29865,2.0,86.6600830833,0.0,0.0,0.0
GJ3084,19.47504,5.47248,5.0,54.4978898674,0.0,0.0,0.0
SC4-03,12.09836,-72.80876,37.0,26.0493761921,0.0,0.0,0.0
HD209449,331.09617,-38.87775,15.0,255.113543349,5854.0,4.16,0.41
S-Mon,100.24545,9.89668,15.0,591.973090605,0.0,0.0,0.0
V355_Pav,273.37099,-67.80772,1.0,65.7,5902.0,4.13,-0.05
DV_Cru,194.04777,-57.47132,3.0,242.315434919,0.0,0.0,0.0
Procyon,114.81852,5.22352,1.0,220.9,5163.0,4.63,0.09
BY_Mic,313.52947,-27.925,1.0,141.0,0.0,0.0,0.0
V4388_Sgr,273.983,-31.75871,1.0,73.5,0.0,0.0,0.0
V1444_Aql,287.54106,2.3583,1.0,111.3,0.0,0.0,0.0
HD149782,249.80622,-47.31202,20.0,313.237146584,0.0,0.0,0.0
HD457,2.2481,-39.73625,58.0,537.408094468,6089.0,4.43,0.34
HD8446,20.85786,-14.20661,17.0,469.216112255,0.0,0.0,0.0
GJ3328,76.51654,4.33952,8.0,54.224533193,0.0,0.0,0.0
HD-166473,273.10956,-37.75082,14.0,404.233175284,0.0,0.0,0.0
HD191122,305.29071,-81.61254,19.0,246.546020045,0.0,0.0,0.0
HD222910,356.22771,-47.34428,12.0,233.026393355,0.0,0.0,0.0
HD101197,174.66101,-11.23726,11.0,185.227913663,0.0,0.0,0.0
HD191760,303.36577,-46.20431,43.0,628.230140952,0.0,0.0,0.0
V-IND,317.87425,-45.074,10.0,74.9421109924,0.0,0.0,0.0
QR_Vir,205.89452,-17.8279,1.0,36.6,0.0,0.0,0.0
HD108953,187.898,-59.20807,13.0,213.411410192,0.0,0.0,0.0
HD193995,306.12843,-34.71518,11.0,249.763928541,0.0,0.0,0.0
HD38467,86.16599,-29.91781,9.0,320.096001225,0.0,0.0,0.0
HD190590,301.24443,23.20888,13.0,416.397802588,0.0,0.0,0.0
HD179406,288.16874,-7.94023,4.0,798.641509064,0.0,0.0,0.0
V864_Mon,108.78858,-4.73946,1.0,25.4,0.0,0.0,0.0
GJ16,4.57236,10.20214,8.0,76.4266314841,0.0,0.0,0.0
HR1010,180.00015,-29.33334,6.0,0.0,0.0,0.0,0.0
HD100336,173.04189,-65.41924,1.0,55.4,0.0,0.0,0.0
HD-189005,299.741358,-26.19513,4.0,387.663707355,0.0,0.0,0.0
HD215906,342.52186,-66.04984,65.0,827.393328472,6259.0,4.56,-0.28
V937_Cen,190.80683,-36.01118,1.0,86.1,0.0,0.0,0.0
HR9087,206.25022,-20.33333,3.0,0.0,0.0,0.0,0.0
HD-173819,281.87359,-5.70659,3.0,531.682141886,5022.0,1.79,-0.26
HD-150562,251.04995,-48.65358,11.0,200.436897801,0.0,0.0,0.0
V1645_Aql,291.20488,-8.48847,3.0,76.1386892454,0.0,0.0,0.0
HD128356,219.27143,-25.8016,30.0,458.576067845,0.0,0.0,0.0
BP_Phe,5.93156,-49.35862,2.0,107.440402084,0.0,0.0,0.0
HD106937,184.49136,-35.83565,16.0,310.131407632,0.0,0.0,0.0
DF_Oct,308.76921,-75.16481,1.0,24.9,0.0,0.0,0.0
GJ182,74.89374,1.78314,11.0,143.994479061,0.0,0.0,0.0
NGC3532No122,166.44504,-58.67984,71.0,804.956427392,0.0,0.0,0.0
OU_Ser,230.6831,16.26177,1.0,9.5,0.0,0.0,0.0
HD-173540,281.938671,-40.40609,2.0,259.195389619,0.0,0.0,0.0
HD61475,113.68798,-66.64202,7.0,205.34631723,0.0,0.0,0.0
HR-3398,128.8704,-7.98395,15.0,605.46053546,0.0,0.0,0.0
HD90028,155.71576,-28.01154,11.0,286.699668643,0.0,0.0,0.0
V1453_Aql,291.37219,-6.92672,1.0,80.2,0.0,0.0,0.0
HD102361,176.70614,-21.47365,8.0,182.621849733,0.0,0.0,0.0
HD155806,258.83319,-33.54949,3.0,687.111555717,0.0,0.0,0.0
HD78286,136.53982,-37.15449,43.0,548.553434043,0.0,0.0,0.0
V592_Car,143.44113,-66.01963,1.0,41.6,0.0,0.0,0.0
HD76849,134.58834,-14.37616,20.0,300.22826316,0.0,0.0,0.0
SC4-630,81.3522,-69.54942,6.0,4.74130783645,0.0,0.0,0.0
HD170706,278.11643,-37.08966,10.0,159.792897214,0.0,0.0,0.0
HD_46600,98.43581,-13.66357,1.0,39.7,0.0,0.0,0.0
V977_Cen,206.51373,-33.46844,1.0,77.9,0.0,0.0,0.0
HD147873,246.44211,-33.57044,24.0,597.000795644,0.0,0.0,0.0
GJ3555,140.97012,0.1389,2.0,20.4831638181,0.0,0.0,0.0
V1460_Aql,295.50916,-10.09229,1.0,61.5,0.0,0.0,0.0
HD-124882,216.710941,-83.66765,2.0,217.512597336,0.0,0.0,0.0
GJ3313,71.80161,2.16144,6.0,50.5683695604,0.0,0.0,0.0
Sgr16,13.33832,-5.49829,3.0,12.8778880256,0.0,0.0,0.0
GJ46,14.61769,-27.85799,4.0,34.7857729539,0.0,0.0,0.0
HD-143546,240.809413,-49.23245,2.0,299.42227706,0.0,0.0,0.0
GJ3344,79.00706,-72.23154,2.0,22.4539528814,0.0,0.0,0.0
MS_Mus,177.33452,-66.01022,1.0,65.4,0.0,0.0,0.0
HD13147,31.79472,-47.79876,8.0,189.128897845,0.0,0.0,0.0
HD143120,240.09882,-45.45508,30.0,647.045740269,0.0,0.0,0.0
LR_Mus,194.11625,-74.49101,1.0,85.0,0.0,0.0,0.0
GJ207.1,83.43651,1.94533,1.0,22.5,0.0,0.0,0.0
NT_Vir,218.9449,2.24404,1.0,67.1,0.0,0.0,0.0
V760_Cen,213.20155,-59.41875,1.0,50.0,0.0,0.0,0.0
GJ1135,160.29374,-36.8953,20.0,182.381769922,0.0,0.0,0.0
V373_Pav,298.11437,-59.16758,1.0,78.1,0.0,0.0,0.0
V930_Cen,187.65941,-36.24008,1.0,92.5,0.0,0.0,0.0
AS_Ant,153.92782,-31.47979,1.0,51.2,0.0,0.0,0.0
HD113904,197.03041,-65.30597,10.0,715.449173597,0.0,0.0,0.0
V4436_Sgr,304.65508,-38.0904,1.0,70.8,0.0,0.0,0.0
HD-12932,31.56978,-19.12498,10.0,190.984240188,0.0,0.0,0.0
HD-38823,87.10945,-0.76066,3.0,208.231721887,0.0,0.0,0.0
GJ7,2.27256,-27.12472,11.0,53.1945485929,0.0,0.0,0.0
HD48265,100.01041,-48.54186,40.0,660.683343214,0.0,0.0,0.0
GJ3321,75.46294,3.76427,12.0,271.314356421,0.0,0.0,0.0
NV_Aps,223.22145,-71.63208,1.0,68.1,0.0,0.0,0.0
V1507_Aql,284.97561,-3.24129,5.0,1.46287388383,0.0,0.0,0.0
HD42538,92.05696,-53.28264,10.0,323.822682961,0.0,0.0,0.0
SAO_115436,111.52119,7.78687,1.0,74.3,0.0,0.0,0.0
HD50652,103.10661,-37.85129,27.0,444.384248146,0.0,0.0,0.0
VY_Cen,172.81006,-51.43993,1.0,15.8,0.0,0.0,0.0
HD113766,196.65329,-46.03397,2.0,149.496354471,0.0,0.0,0.0
Io,252.69626,-22.13735,1.0,266.3,0.0,0.0,0.0
HD-140861,236.861764,-40.19798,2.0,124.031487938,0.0,0.0,0.0
LL_Vel,165.92915,-51.35312,2.0,152.394520899,0.0,0.0,0.0
HD190613,301.60068,-14.90885,11.0,162.93928317,5776.0,4.33,0.0
HD-168454,275.25124,-29.82688,3.0,700.399043403,0.0,0.0,0.0
HD189627,300.41174,-22.11064,11.0,376.609837896,0.0,0.0,0.0
HD-190056,301.0838,-32.05527,3.0,593.34923106,4347.0,1.85,-0.55
SC9-59,78.53056,-69.26296,7.0,8.08455317256,0.0,0.0,0.0
HD-163652,269.734892,-36.85722,22.0,565.055988376,0.0,0.0,0.0
V897_Cen,167.5886,-36.09473,1.0,42.5,0.0,0.0,0.0
HIP110534,335.89633,-57.2207,35.0,155.636114061,0.0,0.0,0.0
V4199_Sgr,290.40794,-19.23441,2.0,180.796460142,0.0,0.0,0.0
V4998_Sgr,266.52627,-28.85849,1.0,0.0,0.0,0.0,0.0
Conn_MRi_RRL_5,70.5122,0.04045,2.0,6.72681202354,0.0,0.0,0.0
HD-155245,260.38033,-79.0634,4.0,164.236810734,0.0,0.0,0.0
49-Cnc,131.19089,10.08084,32.0,918.55022726,0.0,0.0,0.0
HD193690,305.63363,-26.1622,9.0,172.155017354,0.0,0.0,0.0
SC10-2661,80.34151,-70.54784,10.0,9.4752308679,0.0,0.0,0.0
V951_Cen,197.80916,-39.00245,1.0,73.2,0.0,0.0,0.0
V1016_Cen,221.28528,-38.75382,2.0,88.7244047599,0.0,0.0,0.0
HD-144608,241.856698,-20.87215,4.0,442.222828447,0.0,0.0,0.0
HD26071,61.50523,-38.99693,9.0,205.935159698,0.0,0.0,0.0
Conn_MRi_RRL_1,61.67868,-0.37643,2.0,5.38237865632,0.0,0.0,0.0
V899_Cen,167.86378,-48.852,1.0,39.3,0.0,0.0,0.0
