# Name, RA, Dec, N_exp, SNR, parallax, parallax_error, Kmag, Kmag_err, Bmag, Bmag_err, Vmag, Vmag_err
HD_11667,28.27904,-50.94256,1.0,62.9,2.33929152734,0.297980733186,9.06200027466,0.0,10.1160001755,0.0659999996424,10.2270002365,0.0
NV_Vel,129.15288,-52.57813,1.0,51.6,0.644137412271,0.510671907344,3.45199990273,0.0,11.9670000076,0.0729999989271,9.5640001297,0.0
1083_15.4,350.3682,-24.45061,7.0,80.0069996938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD129191,220.31511,-4.9462,20.0,226.129166628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD-54732,106.80665,-51.96834,4.0,230.810528356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD_43601,91.8501,-76.92435,1.0,76.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD-053596,193.72943,-6.33983,4.0,66.2928352086,25.186253896,0.2985832528,0.0,0.0,11.5469999313,0.00899999961257,10.4149999619,0.00899999961257
HD_80906,140.57173,-6.55952,14.0,238.278870234,1.44065355178,0.386139656607,9.22500038147,0.0,10.2150001526,0.0149999996647,10.0579996109,0.0540000014007
No-Name,146.40107,9.6314,1.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V576_Car,124.81865,-60.16559,1.0,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD21882,52.48359,-42.63568,6.0,584.379910675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD195145,308.26432,-62.49735,40.0,227.527756549,18.3840063211,0.410297579984,7.0720000267,0.0,9.3719997406,0.0,8.65900039673,0.0
comet,355.87498,2.97185,1.0,3.9,1.56778293519,0.831381785455,9.85799980164,0.0,11.9239997864,0.0439999997616,11.345000267,0.0900000035763
HD-59411,112.174102,-29.11896,5.0,186.682698716,7.46122167051,0.553254782425,4.30800008774,0.0,8.18099975586,0.0839999988675,7.79799985886,0.111000001431
HD-43785,94.141015,-35.14165,7.0,660.745200512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD-053763,206.84656,-6.13988,5.0,83.617821067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD41695,91.54193,-14.93509,8.0,779.375647554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V1080_Sco,260.67359,-38.20261,1.0,96.6,0.43468431032,0.456375923495,8.58199977875,0.0,0.0,0.0,0.0,0.0
HD-21011,50.395819,-47.78113,5.0,177.342690856,7.17016484607,0.268828379885,4.07700014114,0.0,nan,nan,nan,nan
feige86,204.6012,29.36301,2.0,111.544834035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V408_Hya,137.53359,-17.00964,1.0,40.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD168863,275.6649,-18.02247,61.0,304.819618791,25.1062600089,0.233368466025,0.0,0.0,10.3649997711,0.0260000005364,9.34000015259,0.0
HD218340,347.05932,-63.62748,27.0,372.933412287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL_Leo,149.55085,18.28777,1.0,47.3,2.83326071171,0.349478828144,8.72599983215,0.0,10.279999733,0.0010000000475,nan,nan
HD137010,231.08718,-19.74001,8.0,116.703084792,22.2540823797,0.227826815947,0.0,0.0,11.0249996185,0.0270000007004,10.0769996643,0.0710000023246
AP_Ari,44.42966,23.96019,2.0,77.4663798044,17.0234419724,0.260905981532,7.55399990082,0.0,10.670999527,0.0439999997616,nan,nan
HD-60574,113.307968,-43.08655,6.0,239.432746298,6.83407101522,0.233054124428,4.25299978256,0.0,nan,nan,nan,nan
BD-10_1177,81.09177,-10.34702,1.0,77.9,1.55090488631,0.510307457202,2.63000011444,0.0,10.6339998245,0.142000004649,nan,nan
HD46089,97.94773,11.54098,6.0,636.334220359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD-82734,143.298218,-21.11717,2.0,189.184063811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD211998,336.1559,-72.25555,11.0,720.111484424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD-64181,117.67858,-44.57968,7.0,282.160876097,6.43620333677,0.230042602218,4.34600019455,0.0,0.0,0.0,0.0,0.0
HD_95671,165.42317,-55.41407,1.0,64.7,6.77850424197,0.276081064279,8.31000041962,0.0,10.4099998474,0.0460000000894,10.0080003738,0.0
HD29391,69.39961,-2.47613,9.0,605.75597397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP_Hya,150.65267,-20.42391,1.0,150.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V4385_Sgr,273.15348,-28.2359,3.0,187.887971941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AN_Pyx,137.50909,-21.4179,1.0,122.0,2.08031803334,0.368584934221,7.71999979019,0.0,nan,nan,nan,nan
V414_Hya,140.72718,-13.82168,1.0,91.1,3.98452940129,0.33678720144,6.05000019073,0.0,9.89200019836,0.277999997139,8.66300010681,0.0
HD-14703,35.09467,-56.78404,3.0,102.855675585,7.03682083935,0.33479421614,4.55499982834,0.0,nan,nan,nan,nan
HD_42354,92.53101,-4.20354,1.0,105.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sgr_592,210.79662,13.49132,67.0,189.318382626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD218885,347.93158,-16.90239,3.0,53.6236887952,16.5212541584,0.269756446995,7.41800022125,0.0,9.44600009918,0.0,8.83500003815,0.0
HD323631,262.90613,-40.60446,8.0,102.015096922,18.4259572394,0.239008137538,7.86299991608,0.0,10.9399995804,0.0509999990463,10.1180000305,0.0460000000894
HD191391,302.58928,-20.49437,25.0,175.602875831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD_26738,63.4749,3.09786,1.0,88.5,3.07085778024,0.322855055938,8.47299957275,0.0,9.86499977112,0.0240000002086,9.49100017548,0.00700000021607
HD116963,201.85152,-21.6552,4.0,80.5129182181,26.0031132398,0.245712545134,7.29600000381,0.0,10.9729995728,0.0489999987185,10.0100002289,0.109999999404
HD-62897,115.72256,-58.2302,3.0,154.471388937,5.94376433548,0.300905177467,3.83400011063,0.0,0.0,0.0,0.0,0.0
FK_Cnc,128.27375,11.26684,1.0,97.5,6.8922827801,0.242822845973,6.38999986649,0.0,nan,nan,nan,nan
HD-77087,134.813261,-28.80716,2.0,136.114731018,6.12808698429,0.328203928196,3.93300008774,0.0,0.0,0.0,0.0,0.0
HD-9742,23.71202,-31.89248,3.0,149.93932106,8.27791895274,0.410224753054,3.71900010109,0.0,0.0,0.0,0.0,0.0
tau-CMa,109.67881,-24.95336,17.0,1278.21790005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V974_Cen,204.19291,-32.40367,1.0,128.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IP_Lib,231.55304,-28.3121,1.0,62.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD-54038,106.38797,-40.6398,5.0,185.442578714,7.76955994733,0.29512204527,4.64400005341,0.0,7.65000009537,0.0,6.78000020981,0.0
HD329879,237.41983,-47.61012,11.0,63.6605843517,36.4074139301,0.414279448498,0.0,0.0,12.5920000076,0.0209999997169,11.1599998474,0.0260000005364
HD201161,317.01928,-9.16775,7.0,99.9070568078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun-sky,330.00007,-35.3755,1.0,154.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD148319,246.87739,-10.14341,5.0,101.770034883,17.0258905513,0.313811676034,7.06300020218,0.0,9.23499965668,0.0,8.52999973297,0.0
BP_Psc,350.60835,-2.23061,7.0,67.9560151863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BS_Pav,311.62936,-64.75794,1.0,45.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V371_Nor,244.81425,-55.50643,12.0,269.947476373,35.3603457366,0.295471225349,6.60400009155,0.0,0.0,0.0,0.0,0.0
HIP87607,268.4536,-44.2918,17.0,79.7593881621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD_31040,73.18495,4.40891,1.0,106.7,1.10422263497,0.259257068757,8.67300033569,0.0,9.74100017548,0.0,9.39900016785,0.0
HIP57459,176.67867,-14.01538,16.0,67.4923699391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD-199951,315.32479,-32.2565,27.0,474.408378931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BH_Cap,306.781,-11.54974,1.0,140.4,4.48112100316,0.616968525458,7.01200008392,0.0,nan,nan,nan,nan
CU_Hyi,64.39524,-71.97503,1.0,86.8,3.14668619363,0.250800097661,6.48000001907,0.0,10.3339996338,0.0560000017285,9.31299972534,0.0359999984503
HD122474,210.58262,-12.03865,7.0,105.320890615,15.5668904711,0.222375643726,7.07899999619,0.0,9.40499973297,0.0,8.71599960327,0.0
HD113101,195.33095,-8.44172,5.0,91.6086786282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD-33_2771,92.57048,-33.35487,6.0,85.4654901115,1.03549154432,0.381883410297,6.06500005722,0.0,11.2609996796,0.0460000000894,9.77700042725,0.0
solar_spectrum,357.08177,0.95573,1.0,415.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD-41245,90.52783,-38.98931,7.0,212.306500136,7.44903004088,0.265989114559,4.42199993134,0.0,7.71400022507,0.00800000037998,6.94999980927,0.097999997437
HD165131,271.34325,-21.67353,45.0,316.150865885,17.5285297765,0.251226153885,6.92700004578,0.0,nan,nan,nan,nan
HD195200,307.50619,-4.43921,3.0,84.4799384469,19.2010596353,0.277253405768,6.33300018311,0.0,0.0,0.0,0.0,0.0
HD-47001,98.36145,-52.32936,4.0,176.905765876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIP76550,234.50799,-21.32045,10.0,76.8148423158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD-2529,7.18067,-50.53315,4.0,166.877499981,8.1148435359,0.515063618081,3.74900007248,0.0,nan,nan,nan,nan
HD9672,23.65848,-15.67598,37.0,1561.20203369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD119291,205.61228,-1.68741,35.0,192.998937821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP_Cir,222.6372,-66.25959,8.0,418.698208738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KQ_Vir,187.34573,-1.23476,1.0,80.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAO_193271,25.9697,-34.14867,1.0,63.0,1.55949546484,0.430758587468,5.26300001144,0.0,11.3149995804,0.00200000009499,9.75599956512,0.0900000035763
V357_Pav,277.87983,-67.95535,1.0,140.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nsgr_70,173.70973,-7.01637,1.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UU_Psc,3.74754,8.82076,1.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD215902,342.21839,-26.54371,4.0,94.2504641898,19.0847647441,0.217612306335,7.42700004578,0.0,9.77600002289,0.0,9.10599994659,0.0
Sun-sky,199.7305,-23.17155,1.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD161935,267.85931,-53.83894,2.0,260.498483681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AN_Scl,18.17058,-29.17779,1.0,101.7,9.3946895118,0.322698562289,6.52099990845,0.0,9.73400020599,0.0,8.92500019073,0.0
V342_Peg,346.86676,21.13129,130.0,1455.80046366,24.7594246403,0.644592536929,5.23999977112,0.0,0.0,0.0,0.0,0.0
V1148_Tau,69.47938,7.31711,1.0,184.5,1.83294327932,0.373639630459,7.14699983597,0.0,6.93300008774,0.0289999991655,7.28499984741,0.103000000119
HD-11332,27.58499,-47.81537,3.0,167.190041569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD-182893,292.4739,-55.44243,5.0,215.65328655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD150139,251.35998,-71.83699,17.0,215.187824934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V2369_Oph,259.38966,10.41171,1.0,107.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD-78004,136.042242,-47.09761,2.0,390.830295653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD149200,248.3514,-4.26299,7.0,214.959484555,19.3777824291,0.264335847807,6.01399993896,0.0,0.0,0.0,0.0,0.0
V1471_Aql,301.22431,2.44105,1.0,120.9,3.26158830743,0.363768434304,7.6859998703,0.0,nan,nan,nan,nan
HD-62943,115.875176,-54.24223,7.0,223.777925632,6.37362205621,0.246136875917,4.71799993515,0.0,nan,nan,nan,nan
HIP80083,245.16555,-17.65024,6.0,65.5203021971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V399_Hya,126.73041,-6.20245,1.0,119.5,2.31823285224,0.369734579478,4.15500020981,0.0,9.07900047302,0.0,7.59499979019,0.0
LP_Vir,199.3622,-10.54659,1.0,142.4,13.1269149914,0.528158466623,6.03399991989,0.0,nan,nan,nan,nan
CD-25_2913,91.33367,-25.09376,1.0,53.1,-0.148293199145,0.75331768458,4.10099983215,0.0,11.7430000305,0.0570000000298,10.1379995346,0.0250000003725
V349_Vel,157.3433,-50.57141,1.0,53.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD71155,126.4115,-3.90701,22.0,1593.54320933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD-195953,313.46479,-18.7901,66.0,129.166752688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD115902,200.09195,-9.06028,7.0,120.740589695,16.0781134011,0.283800150287,7.10099983215,0.0,9.73799991608,0.504999995232,8.71399974823,0.0
V398_Vel,155.03832,-56.61595,1.0,113.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD151692,252.46795,-24.44683,8.0,96.2874862067,30.0830904231,0.228814632351,0.0,0.0,10.6370000839,0.0430000014603,9.58100032806,0.0520000010729
HD116410,200.91957,-15.11725,11.0,167.485163522,18.7746783285,0.492628766185,6.72200012207,0.0,nan,nan,nan,nan
HIP65674,201.98146,-28.28801,18.0,107.153068085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD-201852,318.33118,-36.42182,4.0,216.119180084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WW_Sex,147.6641,-5.51303,1.0,80.5,6.71405929925,0.679470049282,8.30300045013,0.0,10.6960000992,0.20000000298,10.2150001526,0.186000004411
HD210507,333.06977,-54.97873,10.0,117.359277435,20.810819044,0.268280825932,7.44299983978,0.0,10.5889997482,0.0509999990463,9.64900016785,0.0
HD-80499,139.93837,-11.97588,2.0,217.29364924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIP116110,352.89849,-62.923,3.0,70.7158398098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1022_14.2,17.33427,-15.13993,2.0,4.24499705536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD197300,310.90071,-24.69204,5.0,91.5643489574,16.7299159203,0.304770390607,7.20200014114,0.0,9.38000011444,0.0,8.57699966431,0.0
HD134702,228.12813,-35.91787,9.0,153.739747626,19.8960226804,0.425272394043,6.84499979019,0.0,nan,nan,nan,nan
HD45652,97.30378,10.93285,1.0,138.3,28.7769146068,0.311146379806,6.26300001144,0.0,nan,nan,nan,nan
HD-65695,119.929655,-3.68065,3.0,256.338428645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP_Dor,76.68691,-59.05119,1.0,107.3,5.42457411151,0.233741272695,8.31999969482,0.0,nan,nan,nan,nan
HD-179443,288.66841,-45.19526,5.0,252.543065634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EY_Cet,25.24487,-5.40308,1.0,139.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD_80886,139.06252,-76.27614,1.0,101.7,3.32923336383,0.20949447302,7.39900016785,0.0,10.0780000687,0.070000000298,nan,nan
HD218294,346.7879,-23.1605,3.0,61.1690281106,45.0812314336,0.277201425893,0.0,0.0,10.8389997482,0.0170000009239,nan,nan
HD201422,317.53076,-24.82222,2.0,63.6581495176,20.1111311903,0.278954150263,7.02299976349,0.0,9.04399967194,0.0,8.65100002289,0.0
Test,49.6687,-66.49252,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD-6559,16.534373,-23.99119,6.0,243.66741678,7.82800208356,0.626557250841,3.76900005341,0.0,0.0,0.0,0.0,0.0
HD-74006,130.028629,-35.30939,3.0,499.614071059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD224287,359.14875,-50.30441,3.0,73.531557851,18.4481986791,0.482460303291,7.49800014496,0.0,10.0419998169,0.00800000037998,9.23299980164,0.0
HE0442-1234,71.21973,-12.48044,2.0,19.2379832623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD-3488,9.32647,-54.39433,8.0,279.393038568,6.92876412626,0.31053746444,4.11000013351,0.0,7.31699991226,0.0,6.51700019836,0.0
HD96276,166.46129,-20.40916,2.0,82.7392289062,16.9722332609,0.278551055019,6.76000022888,0.0,8.68799972534,0.0,8.01399993896,0.0
HD_249474,89.13044,11.03873,2.0,147.972429864,1.01119676546,0.30481742948,3.05900001526,0.0,10.0729999542,0.0240000002086,nan,nan
HD-770,2.98395,-42.17196,10.0,270.524656917,7.38487265726,0.257041182916,4.18300008774,0.0,0.0,0.0,0.0,0.0
HD_39736,88.21447,-35.61495,1.0,149.7,3.72719896571,0.26973286339,7.37699985504,0.0,8.47999954224,0.0,8.21700000763,0.00700000021607
HD139710,235.09258,-20.97115,7.0,93.0662129884,18.552728137,0.241587979294,7.617000103,0.0,10.5229997635,0.0320000015199,9.68400001526,0.0320000015199
HD191849,303.47556,-45.16351,33.0,245.570784093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No-Name,144.18278,7.07882,1.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD-193721,308.34158,-80.96021,4.0,148.147831574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CW_Tuc,12.17808,-61.7289,1.0,46.6,1.90134935682,0.241651659936,8.80700016022,0.0,nan,nan,nan,nan
CR_Hyi,53.39973,-69.01541,1.0,89.8,5.58063473309,0.234433803353,8.40400028229,0.0,0.0,0.0,0.0,0.0
HD-6192,15.50909,-57.0016,4.0,182.530709745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD-45_2093,84.63609,-45.79758,1.0,56.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD_52483,105.17854,-18.30142,1.0,103.8,1.49610538337,0.648969647384,4.57499980927,0.0,10.0469999313,0.019999999553,nan,nan
V364_Pup,108.14446,-36.2214,1.0,74.3,1.99408437103,0.456942984726,8.15200042725,0.0,0.0,0.0,0.0,0.0
BT_Psc,359.89684,-1.84889,1.0,136.0,12.2202397806,0.468758953469,6.63100004196,0.0,7.75699996948,0.0,7.50699996948,0.0
NP_Hya,135.49367,2.66985,1.0,128.1,4.70526214904,0.528246623721,6.96299982071,0.0,0.0,0.0,0.0,0.0
NR_Vel,126.95886,-50.10053,1.0,124.5,1.04898731108,0.262842207757,7.39799976349,0.0,7.68200016022,0.0,7.60300016403,0.0
Nsgr_80,182.24952,-2.37996,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD16555,39.35176,-52.54467,2.0,372.540601814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSC_09151-00434,40.20998,-73.43526,1.0,45.5,4.15718399808,0.29402711604,8.42300033569,0.0,10.4479999542,0.151999995112,9.97799968719,0.0250000003725
HD-29751,68.56277,-73.20562,6.0,154.522878565,4.56222860933,0.24557266546,4.48299980164,0.0,0.0,0.0,0.0,0.0
sgr_465tng,197.30389,12.26294,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH_Scl,14.43348,-26.22148,1.0,78.8,2.7460496626,0.340920836683,9.16199970245,0.0,10.3129997253,0.0390000008047,10.0530004501,0.0410000011325
BD-063950,213.3791,-6.96058,6.0,81.55022992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V851_Mon,88.50994,1.67126,2.0,110.425223568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UW_Sex,160.05269,-11.57098,1.0,62.1,0.886522304255,0.653065855692,3.8710000515,0.0,10.9160003662,0.0920000001788,9.27999973297,0.0
HIP65362,200.93088,-14.04691,21.0,71.5497728857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CY_Hyi,46.57258,-68.20746,1.0,67.0,6.73678979967,0.263296093361,8.27999973297,0.0,10.3649997711,0.0,9.99800014496,0.0329999998212
OT_Peg,329.91023,16.03188,1.0,63.1,12.3809587185,0.276796644451,7.66900014877,0.0,10.6859998703,0.0520000010729,10.0349998474,0.0
V380_Vel,131.41366,-52.43404,84.0,418.206838777,7.96565707279,0.430041788837,8.63500022888,0.0,10.3640003204,0.0179999992251,10.0439996719,0.130999997258
V841_Ara,249.6285,-57.47031,1.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NQ_Vel,125.83182,-44.96592,1.0,123.4,1.12560777399,0.255565419104,7.73099994659,0.0,7.73400020599,0.0,7.71099996567,0.0
Nsgr_68,191.25194,-9.0295,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V399_Vel,156.25507,-57.08656,4.0,453.775296816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V1164_Tau,85.13154,27.43963,1.0,106.5,0.196656004267,0.544136182156,7.55000019073,0.0,nan,nan,nan,nan
HD163102,268.62765,-3.46307,4.0,263.061095565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD-2114,6.355075,1.93927,9.0,390.893310252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD-12270,29.46776,-65.42432,4.0,165.300393224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD-17374,40.85937,-69.15846,9.0,245.079578913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL_Phe,357.95205,-46.32041,11.0,142.739062628,21.7391007966,0.260714058378,7.40700006485,0.0,10.484000206,0.0340000018477,9.67800045013,0.125
HIP115344,350.45524,-36.90104,4.0,70.1338006955,20.2683264426,0.220062588363,7.79199981689,0.0,11.0860004425,0.0480000004172,10.1940002441,0.112000003457
HD200633,316.18539,-4.82905,37.0,553.404562684,18.9098394872,0.455155871382,0.0,0.0,8.95300006866,0.0370000004768,8.3079996109,0.0209999997169
OX_Vel,134.93283,-54.23786,1.0,122.5,4.46383932722,0.218515160213,6.85400009155,0.0,0.0,0.0,0.0,0.0
HD219630,349.41056,-42.19102,7.0,82.085138728,31.463570971,0.676795651316,0.0,0.0,11.6339998245,0.0230000000447,10.3830003738,0.0299999993294
HD147889,246.34996,-24.46621,20.0,621.027277984,7.01387602351,0.286807558232,4.58199977875,0.0,nan,nan,nan,nan
HIP102495,311.58543,-23.08146,10.0,89.9611582851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD5349,13.79926,-16.97223,4.0,129.209481076,16.9238822064,0.245403078927,5.79899978638,0.0,nan,nan,nan,nan
OU_Aps,250.44031,-73.43259,1.0,98.5,2.70523183993,0.273170130899,7.8029999733,0.0,8.66800022125,0.0,8.48200035095,0.0
IRAS_00044-0903,1.74861,-8.77623,3.0,159.851086953,1.50069379793,0.525300205454,4.24499988556,0.0,11.0719995499,0.135000005364,9.58899974823,0.16099999845
BD-215811,311.01119,-21.35662,5.0,78.1104986542,38.1604609271,0.28230332697,0.0,0.0,11.0399999619,0.0529999993742,10.0819997787,0.0
V830_Ara,263.48476,-45.62942,1.0,145.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nsgr_57,212.84128,-6.17237,1.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V988_Cen,209.39075,-31.65482,1.0,62.9,7.86086137147,0.233712550297,6.70100021362,0.0,10.7539997101,0.112999998033,nan,nan
ER_Eri,32.53416,-54.51178,1.0,51.3,4.84938030598,0.266404579261,7.19299983978,0.0,11.0480003357,0.00400000018999,10.1809997559,0.0710000023246
GG_CMa,108.44879,-31.0842,1.0,111.6,2.28106167126,0.551910484513,7.06500005722,0.0,nan,nan,nan,nan
NR_Peg,317.45998,16.15169,1.0,124.9,6.00260803619,0.226984063465,5.95300006866,0.0,8.76599979401,0.0,8.05300045013,0.0
HD_32475,74.98695,-58.49628,1.0,98.6,2.98497980338,0.252292406479,7.97499990463,0.0,8.98299980164,0.0529999993742,8.64400005341,0.0370000004768
Nsgr_74,178.94878,-3.65375,1.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V341_Sge,295.69437,17.96355,1.0,130.0,0.844602808465,0.331263778766,7.08099985123,0.0,nan,nan,nan,nan
KX_Ori,83.77089,-4.73145,1.0,159.9,1.20888768283,0.360066881708,7.41900014877,0.0,nan,nan,nan,nan
HD200083,315.46834,-22.58178,25.0,171.89296088,25.8635818682,0.234959047992,7.09000015259,0.0,10.531999588,0.00300000002608,nan,nan
Esgr_3,149.19464,6.75667,1.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD20,1.31728,-27.27201,1.0,40.9,1.97455120339,0.428281272194,7.24900007248,0.0,9.62399959564,0.019999999553,9.10799980164,0.0949999988079
UV_Crv,184.34805,-21.0585,1.0,74.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD-67990,121.648812,-63.51625,6.0,189.355565009,6.31359390286,0.281322995809,4.39699983597,0.0,7.57100009918,0.0,6.58300018311,0.0
LV_Hya,179.26395,-33.31554,1.0,161.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD-16975,40.52851,-38.38217,1.0,70.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V1099_Tau,63.94622,15.39978,5.0,311.138088314,21.850539377,0.814886048277,5.32600021362,0.0,7.19799995422,0.0,6.37300014496,0.0
HD-13263,31.74194,-65.94549,7.0,206.773813623,6.62981147028,0.217010074272,4.59800004959,0.0,nan,nan,nan,nan
BD-223528,198.0855,-23.3347,9.0,128.790721716,25.0938316867,0.256482249074,0.0,0.0,10.7700004578,0.0719999969006,10.0839996338,0.0
CC_Phe,22.0364,-52.63987,2.0,80.1039949066,25.3004927619,0.24711576416,6.83400011063,0.0,10.126999855,0.10000000149,9.16300010681,0.0
HD194717,309.00106,-78.46463,5.0,115.616780789,20.7366414865,0.219563039601,7.23999977112,0.0,nan,nan,nan,nan
Sun-sky,198.30802,-0.52972,1.0,75.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD160836,265.6077,-9.07547,26.0,155.896568275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sgr_527tng,204.2203,13.11727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IM_Vir,192.40931,-6.0807,1.0,59.1,12.1203071728,0.341691698092,7.66900014877,0.0,10.3970003128,0.0189999993891,9.65100002289,0.0
NZ_Vel,129.99031,-53.05536,1.0,199.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
